year,rank,company,revenue ($ millions),profit ($ millions)
1974,360,Air Products & Chem.,398.9,24.1
1974,361,Bell & Howell,397.2,19.2
1974,362,Premcor,397.1,30.5
1974,363,NVF,393.6,12.1
1974,364,General Signal,392.1,19.0
1974,365,Saxon Industries,389.4,7.3
1974,366,Square D,386.6,33.7
1974,367,Congoleum,385.6,22.2
1974,368,Sundstrand,383.6,14.8
1974,369,Purex Industries,383.4,17.3
1974,370,R.R. Donnelley & Sons,378.8,31.1
1974,371,Fairmont Foods,376.4,5.5
1974,372,Hoerner Waldorf,375.8,27.4
1974,373,Dairylea Cooperative,375.7,N.A.
1974,374,Norris Industries,375.5,17.5
1974,375,Rohr,373.2,6.4
1974,376,Amsted Industries,372.3,15.1
1974,377,Cone Mills,372.2,9.7
1974,378,ESB,371.9,15.4
1974,379,Howmet,370.9,17.6
1974,380,Cincinnati Milacron,370.8,9.7
1974,381,Witco,370.7,16.9
1974,382,Cessna Aircraft,370.6,21.5
1974,383,McLouth Steel,368.8,16.1
1974,384,Koehring,367.8,10.4
1974,385,Anchor Hocking,367.1,18.7
1974,386,Insilco,366.7,14.9
1974,387,Questor,366.5,11.1
1974,388,CBI Industries,364.8,29.4
1974,389,Texasgulf,363.8,73.9
1974,390,Rath Packing,363.3,0.2
1974,391,Jonathan Logan,361.1,18.1
1974,392,Chemetron,358.2,10.4
1974,393,Skyline,357.4,17.9
1974,394,New York Times,356.6,17.6
1974,395,Baxter International,356.0,27.9
1974,396,Pabst Brewing,355.4,23.8
1974,397,Cannon Mills,354.9,10.6
1974,398,Peavey,354.4,9.7
1974,399,Fleetwood Enterprises,354.1,11.9
1974,400,Fairchild Camera & Instrument,351.2,41.2
1974,401,Collins Radio,350.3,12.8
1974,402,Trans Union,348.7,29.3
1974,403,Miles Laboratories,347.9,17.0
1974,404,Federal-Mogul,347.6,14.1
1974,405,Cyprus Amax Minerals,345.7,43.9
1974,406,American Bakeries,345.6,-2.0
1974,407,VF,345.2,20.2
1974,408,Midland-Ross,344.0,11.6
1974,409,Mattel,342.8,-32.4
1974,410,Signode,342.1,21.8
1974,411,Knight-Ridder,341.9,22.1
1974,412,Green Giant,341.8,7.7
1974,413,Bangor Punta,340.7,1.7
1974,414,Becton Dickinson,340.3,24.5
1974,415,Fedders,338.4,9.8
1974,416,Ex-Cell-O,335.2,17.2
1974,417,Bluebird,333.6,3.2
1974,418,Eastern Gas & Fuel Associates,333.5,17.3
1974,419,Handy & Harman,333.2,5.4
1974,420,Grolier,329.8,-14.5
1974,421,Joy Technologies,328.2,12.2
1974,422,Warnaco Group,327.0,10.4
1974,423,Collins & Aikman,326.9,15.6
1974,424,Kellwood,325.7,6.9
1974,425,Vulcan Materials,325.3,23.2
1974,426,Parker Hannifin,323.7,15.0
1974,427,Cutler-Hammer,323.6,13.6
1974,428,Hobart,323.1,22.6
1974,429,Willamette Industries,322.9,33.3
1974,430,Cooper Industries,320.4,19.0
1974,431,General Instrument,318.6,9.2
1974,432,Tyco Laboratories,318.6,8.6
1974,433,Trane,317.4,15.8
1974,434,Stokely-Van Camp,316.7,8.2
1974,435,Utah International,315.6,52.0
1974,436,Eagle-Picher Industries,313.0,14.8
1974,437,Redman Industries,310.3,9.5
1974,438,Interstate Brands,308.0,0.3
1974,439,Houdaille Industries,305.2,17.2
1974,440,Talley Industries,302.2,7.0
1974,441,Cabot,301.7,22.1
1974,442,Monfort of Colorado,301.0,1.0
1974,443,Farmers Union Central Exchange,300.2,N.A.
1974,444,Phillips-Van Heusen,297.8,8.8
1974,445,Gannett,297.4,28.8
1974,446,Household Manufacturing,295.7,10.6
1974,447,Masonite,294.5,32.6
1974,448,Reichhold Chemicals,294.3,11.3
1974,449,Ampex,294.0,3.7
1974,450,Roper,293.9,7.5
1974,451,Champion Home Builders,292.1,16.4
1974,452,Fieldcrest Cannon,290.8,9.4
1974,453,Bunker Ramo,290.6,7.7
1974,454,Dover,285.4,17.8
1974,455,Sheller-Globe,284.1,7.9
1974,456,International Foodservice Systems,284.1,3.2
1974,457,Flavorland Industries,283.1,2.0
1974,458,Tesoro,282.6,19.9
1974,459,Cook Industries,281.4,23.8
1974,460,Thiokol,279.7,12.8
1974,461,Gerber Products,278.5,15.4
1974,462,Robertson-Ceco,276.9,8.2
1974,463,Gardner-Denver,276.3,27.0
1974,464,Federal Paper Board,275.9,12.8
1974,465,Emhart,275.9,16.1
1974,466,Hanes,275.9,9.4
1974,467,DeSoto,274.3,8.3
1974,468,Lubrizol,274.3,36.7
1974,469,Scott & Fetzer,270.7,20.9
1974,470,Penn-Dixie Industries,270.5,4.1
1974,471,Fibreboard,269.2,15.0
1974,472,H.K. Porter,267.7,2.9
1974,473,Cenco,267.2,14.5
1974,474,Idle Wild Foods,266.2,1.7
1974,475,Digital Equipment,265.5,23.5
1974,476,American Hoist & Derrick,264.0,7.1
1974,477,Marathon Manufacturing,263.7,-18.9
1974,478,Inland Container,263.1,15.2
1974,479,Maremont,262.8,12.8
1974,480,Briggs & Stratton,261.9,27.0
1974,481,Brockway,259.5,10.2
1974,482,Hoover Universal,258.9,13.7
1974,483,Coca-Cola Bottling Co. of New York,258.5,11.7
1974,484,Purolator,257.8,13.0
1974,485,Riviana Foods,257.7,8.4
1974,486,Acco Industries,257.6,7.2
1974,487,Wheelabrator-Frye,257.3,10.0
1974,488,Ferro,255.9,15.8
1974,489,Keystone Consolidated Industries,254.5,4.8
1974,490,St. Joe Minerals,254.4,31.4
1974,491,Curtiss-Wright,253.1,8.9
1974,492,Johnson Service,251.2,9.1
1974,493,Twentieth Century-Fox Film,250.0,10.7
1974,494,Tappan,249.3,4.9
1974,495,Ceco Industries,248.4,9.5
1974,496,Washington Post,246.9,13.3
1974,497,Sequa,246.5,7.0
1974,498,General Cinema,245.5,9.4
1974,499,Stewart-Warner,244.2,14.4
1974,500,Avery Dennison,242.7,12.8
1975,1,Exxon Mobil,42061.3,3142.2
1975,2,General Motors,31549.5,950.1
1975,3,Ford Motor,23620.6,360.9
1975,4,Texaco,23255.5,1586.4
1975,5,Mobil,18929.0,1047.4
1975,6,ChevronTexaco,17191.2,970.0
1975,7,Gulf Oil,16458.0,1065.0
1975,8,General Electric,13413.1,608.1
1975,9,Intl. Business Machines,12675.3,1837.6
1975,10,ITT Industries,11154.4,451.1
1975,11,Chrysler,10971.4,-52.1
1975,12,U.S. Steel,9186.4,634.9
1975,13,Amoco,9085.4,970.3
1975,14,Shell Oil,7633.5,620.5
1975,15,AT&T Technologies,7381.7,310.6
1975,16,Conoco,7041.4,327.6
1975,17,DuPont,6910.1,403.5
1975,18,Atlantic Richfield,6739.7,474.6
1975,19,CBS,6466.1,28.1
1975,20,Occidental Petroleum,5719.4,280.7
1975,21,Bethlehem Steel,5381.0,342.0
1975,22,Union Carbide,5320.1,530.1
1975,23,Goodyear Tire & Rubber,5256.2,157.5
1975,24,Tenneco Automotive,5001.5,321.5
1975,25,ConocoPhillips,4980.7,402.1
1975,26,Navistar International,4965.9,124.1
1975,27,Dow Chemical,4938.5,557.5
1975,28,Procter & Gamble,4912.3,316.7
1975,29,LTV,4768.0,111.7
1975,30,Esmark,4615.7,68.1
1975,31,RCA,4594.3,113.3
1975,32,Eastman Kodak,4583.6,629.5
1975,33,Kraft,4471.4,94.6
1975,34,Unocal,4419.0,288.0
1975,35,Rockwell Automation,4408.5,130.3
1975,36,Caterpillar,4082.1,229.2
1975,37,Sunoco,3799.6,377.7
1975,38,Amerada Hess,3744.5,201.9
1975,39,Boeing,3730.7,72.4
1975,40,Firestone Tire & Rubber,3674.9,154.0
1975,41,Xerox,3576.4,331.1
1975,42,Beatrice,3541.2,117.0
1975,43,Monsanto,3497.9,323.2
1975,44,Sealed Air,3472.3,130.6
1975,45,Greyhound,3458.3,58.0
1975,46,United Technologies,3321.1,104.7
1975,47,Lockheed Martin,3279.1,23.2
1975,48,Borden Chemical,3264.5,83.8
1975,49,Nabisco Group Holdings,3229.7,310.7
1975,50,Ashland,3215.7,113.0
1975,51,ARMCO,3190.1,204.3
1975,52,Continental Group,3087.4,119.4
1975,53,Litton Industries,3082.0,-39.8
1975,54,McDonnell Douglas,3075.0,106.7
1975,55,Ralston Purina,3073.2,90.7
1975,56,International Paper,3042.2,262.6
1975,57,General Foods,2986.7,119.5
1975,58,3M,2937.0,301.7
1975,59,Marathon Oil,2882.2,170.5
1975,60,Citgo Petroleum,2806.3,203.8
1975,61,Getty Oil,2742.3,281.0
1975,62,Republic Steel,2741.4,170.7
1975,63,National Intergroup,2727.8,175.8
1975,64,Alcoa,2727.3,173.1
1975,65,Singer,2661.7,-10.1
1975,66,American Can,2657.9,95.1
1975,67,Honeywell,2625.7,75.8
1975,68,Colgate-Palmolive,2615.4,118.7
1975,69,Sperry,2613.5,112.6
1975,70,Bestfoods,2570.3,99.2
1975,71,Champion International,2532.3,100.9
1975,72,Weyerhaeuser,2529.0,276.2
1975,73,Coca-Cola,2522.2,196.0
1975,74,Deere,2495.1,164.3
1975,75,TRW,2486.0,100.9
1975,76,Bendix,2480.9,75.8
1975,77,Ryerson Tull,2450.3,148.0
1975,78,Georgia-Pacific,2432.3,164.3
1975,79,Sara Lee,2379.9,71.6
1975,80,Burlington Industries Equity,2330.0,99.5
1975,81,Uniroyal,2300.5,48.6
1975,82,Gulf & Western Industries,2295.5,100.6
1975,83,Chiquita Brands Intl.,2230.1,-43.6
1975,84,Honeywell Intl.,2215.9,150.8
1975,85,Fortune Brands,2210.4,136.7
1975,86,BP America,2166.2,147.5
1975,87,Owens-Illinois,2116.4,83.5
1975,88,Textron,2113.8,105.9
1975,89,PepsiCo,2080.8,87.4
1975,90,FMC,2074.1,80.9
1975,91,Wyeth,2048.7,225.6
1975,92,Altria Group,2042.1,175.5
1975,93,American Motors,2000.2,27.5
1975,94,General Mills,2000.1,75.1
1975,95,Reynolds Metals,1993.2,111.1
1975,96,Goodrich,1979.8,52.0
1975,97,NCR,1979.0,87.2
1975,98,General Dynamics,1968.4,52.9
1975,99,Johnson & Johnson,1937.2,161.6
1975,100,Raytheon,1928.9,57.8
1975,101,Celanese,1928.0,98.0
1975,102,Warner-Lambert,1911.0,155.3
1975,103,Carnation,1886.8,79.7
1975,104,Ogden,1858.1,46.6
1975,105,Lykes,1793.2,121.0
1975,106,Nabisco Brands,1793.0,45.5
1975,107,American Cyanamid,1779.9,154.7
1975,108,BorgWarner,1767.8,50.8
1975,109,Crown Zellerbach,1766.2,124.8
1975,110,Eaton,1759.7,89.9
1975,111,CBS,1751.3,108.6
1975,112,Central Soya,1749.3,31.6
1975,113,PPG Industries,1744.0,93.7
1975,114,Kaisertech,1735.5,104.3
1975,115,GenCorp,1726.2,78.1
1975,116,Teledyne,1700.0,31.1
1975,117,American Standard,1677.0,41.8
1975,118,Anaconda,1672.7,247.1
1975,119,Kennecott,1664.2,210.9
1975,120,Standard Brands,1647.9,55.9
1975,121,Signal Companies,1645.0,176.1
1975,122,Whirlpool,1620.0,24.9
1975,123,Norton Simon,1599.8,72.3
1975,124,NL Industries,1597.5,77.9
1975,125,Bristol-Myers Squibb,1590.9,120.4
1975,126,Texas Instruments,1572.5,89.6
1975,127,U.S. Industries,1566.7,18.2
1975,128,Archer Daniels Midland,1551.3,29.4
1975,129,Kerr-McGee,1550.3,116.4
1975,130,Pfizer,1541.7,135.3
1975,131,Iowa Beef Processors,1537.2,16.5
1975,132,Mead,1526.0,82.0
1975,133,Hercules,1525.5,93.7
1975,134,Unisys,1510.8,142.9
1975,135,St. Regis,1470.8,105.0
1975,136,Campbell Soup,1468.2,85.4
1975,137,OfficeMax,1453.5,105.0
1975,138,Kimberly-Clark,1439.4,95.3
1975,139,H.J. Heinz,1438.3,64.3
1975,140,Combustion Engineering,1428.0,37.5
1975,141,Associated Milk Producers,1416.3,N.A.
1975,142,Ingersoll-Rand,1414.8,101.1
1975,143,Anheuser-Busch,1413.1,64.0
1975,144,Pullman,1411.4,41.3
1975,145,Whitman,1402.9,60.1
1975,146,Dresser Industries,1398.0,63.2
1975,147,White Motor,1389.8,22.6
1975,148,Clark Equipment,1370.6,50.1
1975,149,Motorola,1367.2,70.7
1975,150,Studebaker-Worthington,1349.8,9.7
1975,151,Asarco,1344.0,125.8
1975,152,Merck,1329.5,210.5
1975,153,Fruehauf,1315.0,22.7
1975,154,Coastal,1305.2,55.1
1975,155,Walter Industries,1291.9,63.3
1975,156,Babcock & Wilcox,1277.2,34.1
1975,157,J.P. Stevens,1264.1,39.4
1975,158,Allis-Chalmers,1262.3,22.1
1975,159,Avon Products,1260.3,111.8
1975,160,Gillette,1246.4,87.7
1975,161,Olin,1243.4,83.9
1975,162,Farmland Industries,1233.0,N.A.
1975,163,Quaker Oats,1227.3,39.9
1975,164,Dart Industries,1214.1,67.3
1975,165,Safety-Kleen,1202.2,27.6
1975,166,Genesco,1184.7,17.1
1975,167,AMAX,1163.4,148.4
1975,168,Martin Marietta,1156.8,80.8
1975,169,Brink's,1145.7,107.4
1975,170,Crane,1144.0,56.1
1975,171,Coltec Industries,1143.5,77.3
1975,172,Emerson Electric,1137.8,86.7
1975,173,Charter,1122.4,40.3
1975,174,Furniture Brands Intl.,1121.9,47.0
1975,175,Grumman,1112.9,32.9
1975,176,Eli Lilly,1111.5,178.8
1975,177,Evans Products,1110.0,-44.4
1975,178,Scott Paper,1109.5,69.4
1975,179,Otis Elevator,1108.9,43.5
1975,180,Kidde,1107.2,39.9
1975,181,Manville,1105.5,71.9
1975,182,Fruit of the Loom,1103.7,142.1
1975,183,Land O'Lakes,1100.1,N.A.
1975,184,Pennzoil,1092.5,127.5
1975,185,Quantum Chemical,1088.6,89.7
1975,186,Kaiser Industries,1085.4,35.0
1975,187,Control Data,1080.6,3.7
1975,188,Dana,1077.6,61.1
1975,189,Commonwealth Oil Refining,1059.4,10.7
1975,190,Corning,1051.0,48.1
1975,191,Amstar,1046.9,31.4
1975,192,Del Monte Foods,1042.6,39.1
1975,193,Agway,1040.0,N.A.
1975,194,Wheeling Pittsburgh,1037.2,73.4
1975,195,Phelps Dodge,1026.1,121.7
1975,196,Rohm & Haas,1021.7,74.4
1975,197,AMF,1020.3,22.1
1975,198,Ethyl,1019.6,74.3
1975,199,White Consolidated Industries,1016.6,38.5
1975,200,Kellogg,1009.8,72.0
1975,201,Squibb,1004.6,88.9
1975,202,Pillsbury,1004.2,28.3
1975,203,Ikon Office Solutions,1002.8,26.4
1975,204,North American Philips,994.6,29.7
1975,205,Williams,993.4,95.6
1975,206,American Broadcasting,986.0,49.9
1975,207,Carrier,984.6,8.6
1975,208,Allegheny International,981.9,45.1
1975,209,Oscar Mayer,972.4,29.8
1975,210,Heublein,967.7,54.1
1975,211,Maxus Energy,965.2,94.3
1975,212,United Merchants & Mfrs.,962.6,30.9
1975,213,FINA,953.0,86.7
1975,214,GAF,948.8,32.5
1975,215,Hormel Foods,943.2,17.4
1975,216,Whittaker,937.8,9.9
1975,217,Koppers,914.2,47.8
1975,218,Zenith Electronics,910.5,13.2
1975,219,Union Camp,910.3,92.5
1975,220,McGraw-Edison,909.6,17.1
1975,221,Paccar,908.0,23.3
1975,222,Levi Strauss,897.7,34.9
1975,223,American Beef Packers,896.9,4.9
1975,224,Sterling Drug,890.5,79.4
1975,225,Armstrong Holdings,889.3,37.8
1975,226,Hewlett-Packard,884.1,84.0
1975,227,Pet,883.2,20.6
1975,228,Anderson Clayton,879.0,24.8
1975,229,Foster Wheeler,875.7,12.7
1975,230,Budd,862.9,10.9
1975,231,Murphy Oil,862.4,60.9
1975,232,USG,862.3,31.3
1975,233,Stauffer Chemical,859.1,77.8
1975,234,Imcera Group,858.5,70.4
1975,235,Westvaco,856.5,63.2
1975,236,Northrop Grumman,853.3,18.1
1975,237,Cummins,833.0,24.0
1975,238,Owens Corning,828.5,34.7
1975,239,Time Warner,825.6,50.2
1975,240,Jos. Schlitz Brewing,814.5,49.0
1975,241,Sherwin-Williams,802.3,29.3
1975,242,Pharmacia,794.6,69.1
1975,243,Universal Oil Products,791.4,27.8
1975,244,Chromalloy American,789.0,26.0
1975,245,Brunswick,785.6,36.9
1975,246,Diamond International,779.3,51.3
1975,247,Container Corp. of America,767.5,45.9
1975,248,Crown Holdings,766.2,39.7
1975,249,Abbott Laboratories,765.4,55.0
1975,250,Eltra,763.9,35.4
1975,251,BOC,760.2,32.8
1975,252,Cerro,758.3,15.9
1975,253,Polaroid,757.3,28.4
1975,254,Akzona,753.9,33.4
1975,255,Castle & Cooke,753.1,42.7
1975,256,Intl. Multifoods,751.9,12.0
1975,257,J.E. Seagram,750.0,32.2
1975,258,Sunbeam/Oster,739.9,31.4
1975,259,Gould,739.7,30.4
1975,260,Times Mirror,735.4,58.5
1975,261,MBPXL,727.1,4.0
1975,262,Gold Kist Holdings,720.6,N.A.
1975,263,Warner Communications,720.1,48.5
1975,264,Brown Shoe,719.5,17.7
1975,265,National Can,709.8,20.3
1975,266,Schering-Plough,703.8,124.0
1975,267,St. Joe Minerals,687.7,88.6
1975,268,Great Northern Nekoosa,673.9,60.3
1975,269,Lever Brothers,669.2,10.3
1975,270,Timken,665.5,52.9
1975,271,Kane-Miller,660.9,10.0
1975,272,Lear Siegler,658.1,20.1
1975,273,Aeroquip-Vickers,655.3,31.7
1975,274,Cyclops Industries,652.9,19.5
1975,275,Scovill,652.3,14.9
1975,276,Lone Star Industries,651.7,25.5
1975,277,General Host,650.9,16.9
1975,278,Black & Decker,642.0,44.6
1975,279,MCA,641.9,57.8
1975,280,Pennwalt Corp,641.0,27.0
1975,281,USM,634.6,19.7
1975,282,ConAgra Foods,633.6,-11.9
1975,283,Avco,628.4,-20.7
1975,284,Liggett Group,627.3,28.5
1975,285,Universal Leaf Tobacco,626.1,11.4
1975,286,Interlake,623.8,39.0
1975,287,Staley Continental,621.4,15.0
1975,288,G.D. Searle,621.3,72.4
1975,289,Indian Head,615.4,22.5
1975,290,Bemis,610.8,19.3
1975,291,Revlon,609.2,49.8
1975,292,Hammermill Paper,607.5,35.5
1975,293,Springs Industries,600.4,13.6
1975,294,Campbell Taggart,590.2,15.4
1975,295,National Gypsum,584.0,27.6
1975,296,Sperry & Hutchinson,581.8,13.9
1975,297,WestPoint Stevens,580.8,24.7
1975,298,Reliance Electric,580.0,28.9
1975,299,Premcor,578.9,-7.1
1975,300,Richardson-Vicks,576.4,46.4
1975,301,Kayser-Roth,571.8,10.1
1975,302,Avnet,571.0,28.5
1975,303,Tecumseh Products,571.0,28.7
1975,304,Texasgulf,568.5,147.4
1975,305,A.O. Smith,567.7,0.5
1975,306,Knight-Ridder,566.7,34.9
1975,307,M. Lowenstein,562.8,7.8
1975,308,Air Products & Chem.,562.6,39.7
1975,309,Chesebrough-Pond's,561.3,43.6
1975,310,Certainteed,559.1,-7.4
1975,311,Norton,558.3,25.1
1975,312,Clorox,557.6,19.7
1975,313,Carborundum,556.8,26.7
1975,314,Witco,556.8,23.7
1975,315,Mohasco,551.0,6.2
1975,316,Metromedia International,550.7,9.6
1975,317,Newmont Mining,547.7,113.6
1975,318,Stanley Works,545.0,19.9
1975,319,Eastern Gas & Fuel Associates,543.4,42.0
1975,320,Loews,542.8,45.3
1975,321,AM International,540.8,0.3
1975,322,Cluett Peabody,538.1,-9.4
1975,323,ACF Industries,535.1,28.8
1975,324,NVF,533.4,44.1
1975,325,GK Technologies,518.7,27.1
1975,326,US Pharmaceuticals,518.1,58.1
1975,327,Revere Copper & Brass,517.5,17.2
1975,328,Hershey Foods,514.0,22.1
1975,329,Blue Bell,513.8,19.8
1975,330,GATX,512.6,57.4
1975,331,Tesoro,510.8,60.9
1975,332,McGraw-Hill,510.4,29.8
1975,333,Di Giorgio,508.0,-3.0
1975,334,Hoover,502.7,8.7
1975,335,Harris,502.1,18.2
1975,336,Utah International,501.2,96.9
1975,337,Harsco,498.1,25.4
1975,338,McLouth Steel,495.4,22.4
1975,339,Peavey,495.2,20.9
1975,340,I-T-E Imperial,495.0,20.4
1975,341,Hartmarx,494.9,11.8
1975,342,Rexnord,492.7,17.7
1975,343,Apogent Technologies,491.6,22.4
1975,344,Trans Union,490.3,33.7
1975,345,Potlatch,487.9,45.3
1975,346,Thiokol,483.9,24.7
1975,347,Reichhold Chemicals,483.6,24.7
1975,348,AMP,482.1,46.2
1975,349,Flintkote,480.1,14.7
1975,350,Outboard Marine,480.1,16.7
1975,351,Figgie International,475.8,11.2
1975,352,Southwest Forest Industries,473.2,10.7
1975,353,Ward Foods,472.8,1.2
1975,354,National Service Industries,472.2,22.8
1975,355,UV Industries,472.1,30.3
1975,356,Hygrade Food Products,471.5,6.1
1975,357,Hoerner Waldorf,471.4,33.3
1975,358,General Signal,470.3,20.6
1975,359,Inmont,469.5,14.2
1975,360,Amsted Industries,468.5,17.9
1975,361,MacMillan,466.6,15.7
1975,362,Baxter International,466.3,36.3
1975,363,CBI Industries,465.9,28.5
1975,364,Libby; McNeill & Libby,464.7,13.5
1975,365,Alumax,464.1,35.8
1975,366,Square D,461.7,36.4
1975,367,Louisiana-Pacific,460.1,56.6
1975,368,Sundstrand,456.8,18.8
1975,369,Cook Industries,456.6,46.2
1975,370,Tyco Laboratories,454.0,12.5
1975,371,R.R. Donnelley & Sons,453.9,28.8
1975,372,Saxon Industries,453.6,2.6
1975,373,Bell & Howell,453.5,15.5
1975,374,Cincinnati Milacron,452.8,11.8
1975,375,Pitney Bowes,446.6,25.1
1975,376,U.S. Shoe,445.1,12.8
1975,377,Simmons,441.3,12.9
1975,378,Dan River,439.7,7.0
1975,379,Thomas J. Lipton,437.2,22.1
1975,380,Chemetron,437.1,22.3
1975,381,ESB,436.0,19.3
1975,382,Champion Spark Plug,435.4,47.4
1975,383,Dayco,434.3,7.4
1975,384,Cone Mills,434.0,15.3
1975,385,Pabst Brewing,431.3,18.3
1975,386,Vulcan Materials,431.0,30.0
1975,387,General Instrument,425.7,14.0
1975,388,Cyprus Amax Minerals,424.0,50.0
1975,389,Digital Equipment,421.9,44.4
1975,390,Riviana Foods,420.1,9.9
1975,391,Westmoreland Coal,420.0,36.2
1975,392,Rohr,419.9,8.2
1975,393,Howmet,416.4,24.1
1975,394,Cessna Aircraft,416.1,21.6
1975,395,Spencer Foods,415.8,2.2
1975,396,Fairmont Foods,415.6,4.1
1975,397,Midland-Ross,414.8,20.5
1975,398,Savannah Foods & Industries,412.4,-13.9
1975,399,Crown Central,411.3,10.2
1975,400,Anchor Hocking,411.0,16.3
1975,401,Purex Industries,409.4,16.5
1975,402,Becton Dickinson,408.3,28.5
1975,403,Signode,404.8,23.9
1975,404,Cabot,400.6,27.0
1975,405,American Bakeries,398.6,-1.7
1975,406,Parker Hannifin,397.5,18.4
1975,407,Cooper Industries,396.6,23.6
1975,408,Joy Technologies,396.4,18.3
1975,409,Stokely-Van Camp,395.5,10.4
1975,410,Cannon Mills,395.2,15.5
1975,411,Norris Industries,393.0,11.5
1975,412,Interstate Brands,392.1,2.7
1975,413,Handy & Harman,391.0,12.2
1975,414,New York Times,389.6,20.3
1975,415,Rath Packing,389.2,0.6
1975,416,VF,389.0,25.5
1975,417,Trane,388.7,9.6
1975,418,Willamette Industries,388.7,37.5
1975,419,Ex-Cell-O,387.0,18.8
1975,420,Miles Laboratories,386.2,16.0
1975,421,Fairchild Camera & Instrument,384.9,27.0
1975,422,Questor,384.3,-3.0
1975,423,Green Giant,383.6,9.6
1975,424,Congoleum,379.6,0.5
1975,425,Koehring,377.1,5.4
1975,426,Lubrizol,376.9,50.5
1975,427,Cutler-Hammer,367.9,14.8
1975,428,Federal-Mogul,367.5,10.7
1975,429,Kellwood,367.5,8.6
1975,430,Eagle-Picher Industries,367.3,18.0
1975,431,Tosco,365.9,8.7
1975,432,Hobart,363.7,19.1
1975,433,H.K. Porter,363.4,12.9
1975,434,Mattel,360.9,-5.4
1975,435,Dairylea Cooperative,359.5,N.A.
1975,436,Insilco,358.8,15.0
1975,437,Emhart,356.7,21.3
1975,438,Masonite,355.5,30.3
1975,439,Collins & Aikman,352.9,14.1
1975,440,Wheelabrator-Frye,351.0,12.7
1975,441,Southern Industries,348.3,-7.9
1975,442,Idle Wild Foods,343.5,4.3
1975,443,Federal Paper Board,340.3,20.9
1975,444,Robertson-Ceco,338.6,7.3
1975,445,Fedders,336.8,-10.0
1975,446,Roper,336.1,-5.6
1975,447,Dover,333.9,22.4
1975,448,Superior Oil,332.7,68.0
1975,449,Inland Container,332.1,26.8
1975,450,Bluebird,331.8,3.2
1975,451,Bangor Punta,330.7,-34.5
1975,452,Gardner-Denver,328.2,23.7
1975,453,Penn-Dixie Industries,327.1,6.4
1975,454,Gannett,326.9,33.2
1975,455,Warnaco Group,324.3,5.7
1975,456,Jonathan Logan,322.5,6.1
1975,457,Ferro,322.3,17.7
1975,458,Copperweld,321.9,16.8
1975,459,General Infractories,320.1,12.2
1975,460,Monfort of Colorado,319.9,-2.0
1975,461,C. Brewer,318.8,35.2
1975,462,Household Manufacturing,318.6,8.1
1975,463,Briggs & Stratton,317.9,25.9
1975,464,Houdaille Industries,317.7,18.2
1975,465,Nashua,315.9,12.4
1975,466,Acco Industries,314.3,7.8
1975,467,Bunker Ramo,314.0,6.9
1975,468,Thiokol,313.4,18.0
1975,469,American Hoist & Derrick,313.2,8.5
1975,470,Phillips-Van Heusen,309.7,5.6
1975,471,Ceco Industries,309.6,11.0
1975,472,Northwestern Steel & Wire,308.5,34.2
1975,473,Belco Petroleum,306.1,43.2
1975,474,Keystone Consolidated Industries,305.7,10.4
1975,475,Allied Products,304.9,6.4
1975,476,Seaboard,303.7,2.6
1975,477,Talley Industries,303.6,8.3
1975,478,Amtel,302.5,10.1
1975,479,Butler Manufacturing,302.1,20.1
